"","analyzer_version","artist_7digitalid","artist_familiarity","artist_hotttnesss","artist_id","artist_latitude","artist_location","artist_longitude","artist_mbid","artist_name","artist_playmeid","genre","idx_artist_terms","idx_similar_artists","release","release_7digitalid","song_hotttnesss","song_id","title","track_7digitalid"
"843","''",11084,0.599133769097,0.392994622588,"'ARZVEF91187B9AC770'",40.71455,"'New York, NY'",-74.00712,"'2c16f7ca-e331-47fc-af91-4f236cba4c6d'","'Elliot Goldenthal'",20271,"''",0,0,"'S.W.A.T.'",64139,0.394394856101,"'SOFXCLQ12A6D4FA0DC'","'Bullet Frenzy'",664719
"844","''",7675,0.58344302355,0.385787614584,"'ARZZRK91187B9A5CA5'",18.01571,"'Kingston, Jamaica'",-76.79731,"'19b3c333-bfc3-4915-ace8-cdb4a5a79a9b'","'Delroy Wilson'",41951,"''",0,0,"'Delroy Wilson Selected Hits'",428294,NA,"'SOHWXJW12A8C144BE0'","'Baby You Got What It Takes - Original'",4781192
"845","''",294221,0.646322062002,0.460853145292,"'ARV1RMI1187FB48F94'",NA,"''",NA,"'d7a18d20-8591-43af-b8e7-362eacc979f8'","'Arkona'",196804,"''",0,0,"'Vosrozdenie'",573497,NA,"'SONQTUH12AF72A47A7'","'Zalozniy'",6356716
"846","''",92339,0.842193350021,0.550422824859,"'AR1OBRC1187FB59AD4'",NA,"'POLAND'",NA,"'69632f9c-31eb-43d5-a864-e73ac72efc66'","'Behemoth'",54446,"''",0,0,"'Demigod'",651412,0.651392591692,"'SOBXGKH12AB017DDB6'","'Before The Æons Came'",7216370
"847","''",272362,0.420364463246,0.336219532561,"'AR2KPDL1187B9A6BD8'",NA,"''",NA,"'9a6761de-e96b-40b5-ad55-9d5379de5df0'","'Andre Popp'",-1,"''",0,0,"'20 Éxitos Instrumentales De Oro Vol. 2'",233540,NA,"'SOWDNTQ12A8AE47078'","'Fernando'",2562036
"848","''",37419,0.785120148618,0.562881124654,"'ARUF32D1187B9B157E'",NA,"'Helsingborg, Sweden'",NA,"'d8d1b067-78bb-4db7-8f91-db2ff9a83ee5'","'Soilwork'",50149,"''",0,0,"'The chainheart machine'",416698,0,"'SOUXAAJ12AB0189695'","'Machine Gun Majesty [Live] (Album Version)'",4634704
"849","''",17668,0.544066315427,0.351932181574,"'ARDNUIN1187B98CB45'",NA,"''",NA,"'1f92d1d9-7b72-4774-9cf2-719b1203c0ff'","'Cândido'",75819,"''",0,0,"'Destinos'",177537,NA,"'SORMKFV12A6D4FDC19'","'Sentimentos Desiguais'",1914933
"850","''",7911,0.626436381752,0.374271173856,"'AR3PN3R1187FB4CEBD'",18.01571,"'Kingston, Jamaica'",-76.79731,"'2027b08d-45b1-4fb5-aa6d-f6ccc4db78e5'","'Horace Andy'",8567,"''",0,0,"""Livin'ItUp+Dub:Limitededition""",236132,0.270775998946,"'SOADEVO12A8AE4865B'","'Rastafari Prophecy'",2589002
"851","''",10206,0.772292647418,0.542175165589,"'ARTYXQC1187B9ACAB2'",NA,"'Kingston, Jamaica'",NA,"'fc63d806-ca89-4ea3-a404-ee6de695743f'","'Shaggy'",1421,"''",0,0,"'Original Doberman'",274193,0,"'SOSTONA12A81C22B18'","'Alimony'",3061152
"852","''",2799,0.391741394148,0.291264811753,"'ARUKJUP12086C14589'",NA,"''",NA,"'8a5f2736-bcde-4a2e-8d50-72631d66a7ef'","'Ramón Vargas_ Sängerknaben Luzerner Kantorei_ Henk Geuke_ Concilium Musicum Wien & Paul Angerer'",20111,"''",0,0,"'Christmas With Ramón Vargas'",141167,NA,"'SOVYTTY12A8C131260'","'Adeste fideles'",1468470
"853","''",750,0.749860753246,0.516535179673,"'AR3Q48J1187FB55278'",NA,"''",NA,"'3697647f-1839-479e-98a1-9ad39004d923'","'The Rapture'",-1,"''",0,0,"'Echoes'",8470,0.626464240185,"'SOITFPA12A670201C6'","'Killing'",85367
"854","''",4899,0.614642954159,0.439024561207,"'ARSYKGV1187B9A49CD'",NA,"''",NA,"'8e8c6fd6-c96a-4296-9c11-90452394b1bc'","'Nicole C. Mullen'",-1,"''",0,0,"'Everyday People'",7085,0,"'SOSKVKM12A6702153C'","'This This (LP Version)'",71619
"855","''",4837,0.749796959401,0.551552455156,"'AR9YWMS1187FB43A34'",NA,"'Amherst, MA'",NA,"'77c167d2-4965-4421-830a-9815e4956475'","'Dinosaur Jr'",31682,"''",0,0,"'Without A Sound'",734089,0.589946218654,"'SOWJCAE12AC46887E7'","'On The Brink'",8131261
"856","''",9274,0.604414492162,0.400517950689,"'ARFJD5L1187B9A30BA'",21.51102,"'Cuba'",-77.80679,"'a23cf927-b533-47e9-a453-384765afb3b1'","'Los Van Van'",-1,"''",0,0,"'Llego... Van Van'",245174,0.466304830757,"'SOREYUK12A58A7A253'","'Consuelate Como Yo'",2906534
"857","''",269,0.818319359139,0.667294595643,"'ARVN9FZ1187FB393F1'",NA,"'Dundee, Scotland'",NA,"'a66999a7-ae5c-460e-ba94-1a01143ae847'","'Snow Patrol'",1468,"''",0,0,"'Final Straw'",2308,0.702289777172,"'SOGWNKK12A6701D95A'","'Half The Fun'",23632
"858","''",48295,0.55757105921,0.306947608643,"'AR1KMPF1187B99AA98'",NA,"''",NA,"'cc57dbcb-1263-4039-9045-1ca7dbac4429'","'Lara'",9598,"''",0,0,"'Wahnsinn'",396837,NA,"'SOZFCZN12AB017E894'","'Damit Du Dich in mich verliebst'",4405799
"859","''",125847,0.611933956413,0.372350869597,"'AR9788H1187B9A05D1'",39.95227,"'Philadelphia, PA'",-75.16237,"'62cc0dfc-52b8-4434-ba8c-937c47ef7ada'","'Outerspace'",69958,"''",0,0,"'Blood Brothers'",164678,0.440826440499,"'SORCPSR12A8C13E228'","'Drive By Music'",1745335
"860","''",94432,0.3812326115,0.301570181792,"'ARHXWB01187B9A205C'",NA,"''",NA,"'477597d4-c13d-4d8c-854b-e97d73ea87df'","'Gloria Lasso'",98286,"''",0,0,"'Gloria Lasso Sus 20 Grandes Éxitos (The Best Of Gloria Lasso)'",751145,NA,"'SORNEPM12AB0183895'","'Que Cosas_ Que Cosas'",8316528
"861","''",261533,0.475300882484,0.344171477818,"'ARZ2CX31187B991668'",NA,"''",NA,"'fd959f28-1d83-4366-9784-39dff4b0990c'","'Les Sexareenos'",-1,"''",0,0,"'14 Frenzied Shakers'",731953,0.561018715945,"'SOYAJDV12AB01828DA'","'Ruby D.'",8108751
"862","''",249776,0.515310233231,0.260796778253,"'ARPOPBQ11F4C83D36D'",NA,"''",NA,"'987dbb5a-1593-4b83-8e42-fb6f3861154e'","'DJ Spinn'",-1,"''",0,0,"'Juke Trax Online Vol. 6'",665359,NA,"'SOTVSQV12AB018767D'","'Bounce Back'",7375915
"863","''",48814,0.733798940436,0.544257505725,"'ART3O5Z1187B9AB043'",32.77815,"'Dallas, TX'",-96.7954,"'f5426431-f490-4678-ad44-a75c71097bb4'","'Stevie Ray Vaughan And Double Trouble'",9729,"''",0,0,"'Martin Scorsese Presents The Blues: Stevie Ray Vaughan'",391613,0.693478470767,"'SORUWYJ12AB0181EBF'","'Empty Arms'",4348276
"864","''",35098,0.555787460558,0.354454708478,"'ARVSDB11187FB4270B'",51.55615,"'Middlesex, England'",-0.25969,"'1d5d9b06-1b0b-4c40-8481-bad62e03b4ab'","'The Creation'",-1,"''",0,0,"'Our Music Is Red  - With Purple Flashes'",416757,0.433005077275,"'SODHSPZ12AB0185645'","'Hey Joe'",4635502
"865","''",348531,0.495556565106,0.292648269784,"'AR573WK1187FB47167'",37.77916,"'san francisco'",-122.42005,"'a73d2e6b-60b6-4ff2-9e17-15355ce2c5b9'","'The Balustrade Ensemble'",-1,"''",0,0,"'Capsules'",470993,NA,"'SOAUAOA12AB018776D'","'Fall Away Into Darkness'",5235278
"866","''",1998,0.63063003759,0.417499644971,"'ARMJAGH1187FB546F3'",35.14968,"'Memphis, TN'",-90.04892,"'1c78ab62-db33-4433-8d0b-7c8dcf1849c2'","'The Box Tops'",22066,"''",0,0,"'The Letter/Neon Rainbow'",300821,NA,"'SOETFQZ12A8C13C7DA'","'Neon Rainbow'",3400861
"867","''",9947,0.706827671304,0.416173064627,"'ARB29H41187B98F0EF'",41.88415,"'Chicago'",-87.63241,"'44fd61e1-119c-479e-8301-8ac5c77148bf'","'Terry Callier'",43725,"''",0,0,"'Essential_ The Very Best Of...'",22367,0.360370582712,"'SOVUDJB12A6D4F68C4'","'Blues'",230874
"868","''",144217,0.491695071277,0.326429667742,"'ARIUHYM1187B9AEAE4'",39.17881,"'Manhattan, Kansas'",-96.56183,"'d2d9fa73-81b3-4c11-a8ab-20e33d59fc95'","'Ultimate Fakebook'",19813,"''",0,0,"'This Will Be Laughing Week'",283150,0.35897652644,"'SOCFESM12A8C131EA8'","'Brokÿn Nëedle'",3161635
"869","''",97493,0.53708829702,0.352919183632,"'ARF3L8J1187B9B7866'",37.97615,"'Athens, Greece'",23.73641,"'e790f012-1803-4b20-9448-d4a9536575f2'","'Astarte'",115290,"''",0,0,"'Rise From Within'",122610,0.434838090261,"'SOQYHCL12A8C13E707'","'Risen From Within'",1266421
"870","''",153342,0.508440336158,0.40514344687,"'ARWRS4D1187FB3FCD4'",NA,"''",NA,"'09c8218d-454a-489f-b500-80b305f79917'","'Elakelaiset'",70156,"''",0,0,"'In Humppa We Trust-Live!'",173464,0.444401714523,"'SORUPLP12A8C14177E'","'Humppa'",1855262
"871","''",245527,0.569275834746,0.406749194005,"'ARU24791187B996E24'",46.8132,"'Switzerland'",8.22395,"'6a804745-1926-4f05-9c9c-9c9f39d74fac'","'Prisma'",-1,"''",0,0,"'Contact?'",673165,NA,"'SOXDMYX12AB01890CA'","'winning friends'",7460557
"872","''",75478,0.775268768722,0.415011400261,"'ARWQQYJ1187B9ADC4C'",NA,"'NY - Upstate NY'",NA,"'f1145277-588e-4d5c-861b-98d266e8c561'","'Anubis Spire'",-1,"''",0,0,"'Old Lions (in the world of snarling sheep)'",94385,NA,"'SOUHBIP12AF72A14DA'","""ItHasBeenALongTime_Hasn'tIt""",987701
"873","''",267100,0.233308809813,0.105308834069,"'AR6DD3C1187FB3D775'",NA,"'Pittsburgh, PA'",NA,"'d833ca14-1104-44b6-a90a-3b7d6ea5b139'","'Beaver Harris'",-1,"''",0,0,"'African Drums'",343159,NA,"'SOUWBCT12AB01846F6'","'Glo-Billy-Vee-Vee'",3843126
"874","''",18960,0.526515278111,0.406581680352,"'ARVMFE61187B992463'",NA,"''",NA,"'5326f884-ae4e-452f-97de-0a047facc16f'","'Darwin Hobbs'",70495,"''",0,0,"'Broken'",27497,0.3759843015,"'SOPAZAM12A6D4F6F05'","'You Are God (Broken Album Version)'",299969
"875","''",363158,0.396327109216,0.327012792699,"'ARMAOIY1187B9A3893'",NA,"''",NA,"'e91504af-0b68-4729-8184-f567016658ff'","'Jerry Yan'",169859,"''",0,0,"'My Secret Lover_ Jerry Yan'",704552,NA,"'SOMOINR12AB0189188'","'XI GUAN LIANG GE REN'",7818578
"876","''",50493,0.620392055893,0.390660522723,"'ARLDW2Y1187B9B544F'",39.75911,"'Dayton, OH'",-84.19444,"'a13c01e2-7739-4b25-af65-38e2fcb560e2'","'Tommy James & The Shondells'",-1,"''",0,0,"'The Boat That Rocked'",407416,0.697241445138,"'SOFPQSC12A58A7B165'","'Crimson And Clover'",4526060
"877","''",10778,0.695416519042,0.412110495205,"'ARGEKDX1187FB3A5BF'",40.65507,"'Brooklyn, NY'",-73.94888,"'8fbabd07-4b2b-4f4c-add5-680429a8c44a'","'Marcus Miller'",14094,"''",0,0,"'Original Album Classics'",645030,0.609043942677,"'SOKNAQC12A58A7EE5C'","'Outro Duction'",7148175
"878","''",22360,0.389802966828,0.287731467837,"'ARELA4P1187B991507'",31.1689,"'Texas'",-100.07715,"'cb87bb99-3092-4be5-a515-ce8b0699f66f'","'Charles Williams'",-1,"''",0,0,"'Moods'",678009,0,"'SOPIDCK12AB018DAF8'","'Barrage'",7521804
"879","''",70032,0.490193633978,0.377472507312,"'ARYN8YT1187FB38396'",NA,"''",NA,"'a1658d98-c4dc-40b9-8bbd-9793f44e64dd'","'Los Iracundos'",23883,"''",0,0,"'Discografía Completa Volumen 14'",747108,NA,"'SOAZTBX12AC4689A69'","'Adios...Borron Y Cuenta Nueva'",8268985
"880","''",31125,0.619530991124,0.354369615807,"'ARVUQIC1187B9A7C66'",NA,"''",NA,"'b264fc6e-bebc-47c2-a519-1ce8cb53279c'","'Hevia'",10366,"''",0,0,"'Étnico Ma Non Troppo'",150268,0.424090810967,"'SORZPFY12A8C137448'","'San Xuan'",1566908
"881","''",1633,0.626803106327,0.405234690787,"'ARJ9DSA1187B990E00'",NA,"''",NA,"'4756395c-57ed-4a63-afb2-01117f14dff6'","'John And The Bluesbreakers Mayall'",19569,"''",0,0,"'PADLOCK ON THE BLUES'",521576,0.531722098421,"'SOFEAJC12A58A7F3AA'","'A Hard Road'",5766243
"882","''",352369,0.454122840462,0.330300583827,"'ARYPRAG11F50C48C62'",NA,"''",NA,"'19f5f292-b684-4bb4-8301-0b8fc7c2cecc'","'Checkers'",-1,"''",0,0,"'Flame In My Heart'",475792,NA,"'SOHLKRL12A8C141B63'","'Oh Oh Oh Baby'",5282644
"883","''",4900,0.381780880565,0.305917775397,"'ARK6JC91187B9B4B2D'",NA,"'United States'",NA,"'c708164c-edc4-4128-b7b7-83256ba830fe'","'Babbie Mason'",31558,"''",0,0,"""Isn'tThatJustLikeGod(StudioTrack)""",646375,NA,"'SORRXOY12AB0183759'","""Isn'tThatJustLikeGod(LowKeyPerformanceTrackWithoutBackgroundVocals)""",7161116
"884","''",95538,0.324128628318,0.191193993486,"'ARDGBFI1269FCD6AA6'",NA,"''",NA,"'1b5001de-400a-406f-be12-160cf503854f'","'The Grease Band'",-1,"''",0,0,"'Grease Band & Amazing Grease'",120715,0.219482171717,"'SODYMWS12A8C141577'","'Laughed At The Judge'",1248312
"885","''",123528,0.580971509957,0.348735929784,"'ARELFAE1187FB40D0A'",NA,"''",NA,"'4e01e834-c872-4c76-87ab-c2304efa5e7e'","'Bally Sagoo'",65999,"''",0,0,"'Wham Bam!! Bhangra Remixes'",540707,0,"'SOAPUWG12AB017DE50'","'Mele Wich Ayee (Shaan Remix)'",5987742
"886","''",5907,0.538085500795,0.31350075537,"'AR8ACFK1187B9B4063'",NA,"'New Orleans, LA'",NA,"'5849fa32-0283-4204-9d1b-507cfaf9d4a2'","'Champion Jack Dupree'",19460,"''",0,0,"'Champion Jack Dupree Of New Orleans'",372926,0,"'SOJMOIF12A8C14397B'","'Christina Christina Blues'",4151927
"887","''",19402,0.490303980374,0.334415270675,"'ARRPCKN1187FB5BA2F'",33.20271,"'Naples, TX'",-94.68121,"'c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4'","'Z.Z. Hill'",18188,"''",0,0,"'The Brand New Z.Z. Hill'",566959,0.233762705777,"'SOBAMRQ12A8C141DF3'","'Faithful and True (Collectors Version)'",6279052
"888","''",162212,0.609294155146,0.373060492812,"'AROGAPH1187B98CF9C'",NA,"''",NA,"'93942b87-215a-4626-b5ec-bf129d9fa2f6'","'Benabar'",6211,"''",0,0,"'Les Risques du Métier'",280472,0.464923994181,"'SOADDVU12A8AE47512'","'Le Zoo De Vincennes'",3125967
"889","''",19772,0.558245309272,0.439488099062,"'ARAPI451187B9B6E6F'",35.472,"'Oklahoma City, OK'",-97.52033,"'5d8cd98d-0572-4fe8-8771-84b4eb9bf510'","'John Michael Talbot'",61388,"''",0,0,"'Master Collection_ Vol. 1'",64550,NA,"'SOIUODF12A6D4F9C3E'","'Pass Through My Will'",671131
"890","''",214,0.947327506635,0.631289507585,"'AR03BDP1187FB5B324'",34.05349,"'Kentwood, LA; Los Angeles, CA'",-118.24532,"'45a663b5-b1cb-4a91-bff6-2bef7bbfdd76'","'Britney Spears'",267,"''",0,0,"'Oops!... I Did It Again'",535192,0.650405807903,"'SOQIDEF12A8C139B23'","""Don'tGoKnockin'OnMyDoor""",5926063
"891","''",471418,0.689559690171,0.529039572377,"'ARH8B5X1187FB3B6C0'",NA,"''",NA,"'99b3468f-ade6-45b9-b3b8-edbcfd9d553a'","'Skeletonwitch'",184728,"''",0,0,"'Beyond the Permafrost'",632807,0.58090087381,"'SOVBYLF12AB017EBAC'","'Sacrifice for the Slaughtergod'",7025025
"892","''",427759,0.0214929054152,0,"'ARGSAFR1269FB35070'",NA,"''",NA,"''","'Blingtones'",-1,"''",0,0,"""Sonneriesch'tiByBlingtones""",633037,NA,"'SOLBDEY12AC9E12684'","'La boîte à hein biloute'",7027798
"893","''",5647,0.533453342992,0.273806150275,"'AROVE3N1187FB44DAD'",NA,"''",NA,"'3eccea37-60dc-43f6-af3d-0e0a13343ef2'","'Charlie Cruz'",20171,"''",0,0,"'Asi Soy'",765828,0,"'SOLBDAS12AB018BB6E'","'Si No Te Hubieras Ido'",8480099
"894","''",4334,0.629749040001,0.423563890263,"'AR3SEQM1187B98E9E8'",39.6425,"'Hagerstown, MD'",-77.71758,"'65dcb0ac-303d-4179-ac8a-b2881357b719'","'Kix'",7299,"''",0,0,"'Blow My Fuse'",659812,0.272602246681,"'SOADKNO12AB0182BC7'","'Cold Blood (LP Version)'",7312675
"895","''",106460,0.549529672715,0.404052747696,"'ARS2FUA1187B9ADABF'",NA,"'South Dakota'",NA,"'89210ca8-1641-4b84-b8f2-2be975d4d0a6'","'Indigenous'",7078,"''",0,0,"'Uganda'",464243,0,"'SOTEWGK12AB0185C5A'","'Wanikaa (Featuring Abramz_ Krazy_ Lyrical G_ Saint Ca and Sylvester)'",5166030
"896","''",171583,0.494073815045,0.328073304913,"'ARUZL121187FB4B42D'",NA,"''",NA,"'656a129f-fb76-49b6-ad33-2573564f6c22'","'True Believers'",-1,"''",0,0,"'Break Through'",243639,0.260784127907,"'SOCVTPO12A8C13414F'","'I Worship You'",2655579
"897","''",163512,0.5257402685,0.389119621877,"'AR937CC1187B99B9B9'",NA,"''",NA,"'4a8caef2-56e4-4358-a66a-f2346bd7dfa5'","'Los Abuelos De La Nada'",-1,"''",0,0,"'El Album'",217026,NA,"'SOVQWTQ12A8C13D988'","'Lunes Por La Madrugada'",2363195
"898","''",69870,0.866171076427,0.488338989664,"'AR5BX3Y1187FB39E93'",32.74838,"'Ocean Beach, San Diego, CA'",-117.24681,"'2c7e21ad-9b16-42df-9f9b-d583ce70a88a'","'Slightly Stoopid'",9143,"''",0,0,"""WinterTour'05-'06""",372744,0.327736683178,"'SOIBAKV12A8C142CE7'","'Jimi Baby'",4149350
"899","''",32440,0.621121051286,0.435684070209,"'ARS0W831187B9AF0B7'",NA,"''",NA,"'256f09e5-43f4-4b3d-836c-2cc9283d22c0'","'Maximilian Hecker'",157463,"''",0,0,"'Live Radio Sessions'",420490,NA,"'SOGINAY12A8C138666'","'Full Of Voices'",4691012
"900","''",23839,0.530355667875,0.397179042592,"'ARVML4B1187FB52324'",40.73197,"'Newark, NJ'",-74.17418,"'410b8630-2fd5-4368-8a5b-dbc5e82f6b1c'","'Leroy Hutson'",-1,"''",0,0,"'Leroy Hutson Selected Hits Vol. 2'",467076,NA,"'SOETIGS12AB0186644'","'More Where That Came From - Original'",5195263
"901","''",560,0.82243282937,0.531303318565,"'ARASYMJ1187B9ACAF2'",51.50632,"'London, England'",-0.12714,"'5dedf5cf-a598-4408-9556-3bf3f149f3ba'","'Whitesnake'",-1,"''",0,0,"""Whitesnake'sGreatestHits""",301001,0.852591379662,"'SOHWVJJ12AB0185F6D'","'Fool For Your Loving'",3377015
"902","''",10813,0.71274489965,0.470700389614,"'ARP96FM1187B9AEA77'",44.97903,"'Minneapolis, MN'",-93.26493,"'3037bd18-0079-4e4b-9ce1-758689e210d8'","'Semisonic'",-1,"''",0,0,"'20th Century Masters: The Millennium Collection: Best Of Semisonic'",23369,0.577469082464,"'SOHXASU12A6D4F6B1C'","'If I Run'",244346
"903","''",41564,0.597963087269,0.423323423592,"'AR31G891187FB3892D'",56.27609,"'Denmark'",9.51695,"'a8fee308-c305-4ca1-8d30-28d150a8d5f7'","'Laid Back'",3284,"''",0,0,"'Good Vibes - The Very Best of Laid Back'",333739,0.239629097774,"'SOXUAQZ12AB0184442'","""MaybeI'mCrazy(Singleoriginalversion_2008DigitalRemaster)""",3737549
"904","''",188636,0.467054184666,0.37455792648,"'ARUG6DV1187B992475'",33.45081,"'Indianola, MS'",-90.645,"'0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc'","'Willie Clayton'",213914,"''",0,0,"'Something To Talk About'",602686,0.256188753812,"'SOMSHMQ12A58A7EC79'","'Heart Of The City (Soul and R&B)'",6694209
"905","''",41687,0.688040857152,0.372307463462,"'ARNQ7UN1187B98EE77'",NA,"'Berlin, Germany'",NA,"'77c5b09c-4a57-456f-9556-51ab5600af65'","'Novaspace'",-1,"''",0,0,"'Supernova'",297839,0.266955186276,"'SOKBCLG12A8C13DAA5'","'Guardian Angel'",3406188
"906","''",252034,0.448025345538,0.363246009541,"'AR7CCS31187B98C531'",NA,"''",NA,"'b680492b-1c40-4a57-845e-4d1e57f2f0f5'","'Tom Barabas'",-1,"''",0,0,"'Mosaic'",485272,NA,"'SOOPBZY12AB018379D'","'Melodioso'",5384597
"907","''",222660,0.636436672421,0.429097811994,"'ARB5TJM1187B9A71FD'",NA,"''",NA,"'14962b84-c46a-490b-b6a0-ee69c78b2291'","'Finntroll'",210655,"''",0,0,"'Nattfödd'",335540,0.65694171696,"'SOSIVPO12AB017D5E9'","'Hel Vete'",3752738
"908","''",17628,0.603550951818,0.303618163119,"'ARB5S4L1187FB4AD20'",NA,"''",NA,"'92d025f8-1a34-4b7a-b741-df6840f9232e'","'Carlos Ponce'",21884,"''",0,0,"'La Historia'",157882,NA,"'SOEEEIL12A8C138EEE'","'Escuchame'",1662138
"909","''",4116,0.523962423072,0.44086755723,"'ARSEC9Q1187B98912D'",NA,"'Regina, Saskatchewan, Canada'",NA,"'d943c745-baf9-4aa4-b1ee-df76db44bec8'","'Colin James'",98468,"''",0,0,"'Traveler'",766800,0.239629097774,"'SOROYFK12AB018C915'","'Sending A Message'",8490529
"910","''",16843,0.616896385668,0.41650394637,"'ARKETDZ1187B9B2566'",50.82607,"'Sch�erg, Germany'",7.28021,"'191cba6a-b83f-49ca-883c-02b20c7a9dd5'","'Marlene Dietrich'",20293,"''",0,0,"'The Essential Marlene Dietrich'",24065,0.413752421598,"'SODTCPC12A6D4F812A'","'Auf Der Mundharmonika'",252425
"911","''",7674,0.558384455186,0.340632714452,"'ARW90Y31187B98FC7C'",NA,"''",NA,"'8dc3c6f8-1c44-4e0b-b17b-de6650e43c19'","'Pinchers & Ganglords'",-1,"''",0,0,"'Burnin up'",763433,NA,"'SONYSNO12AB0189762'","'Girls Girls'",8453068
"912","''",1822,0.750479817142,0.538491127504,"'ARLUAK21187B9B785A'",NA,"''",NA,"'7c09d8af-895a-4337-bb46-b4b6dcabff10'","'Ziggy Marley And The Melody Makers'",3069,"''",0,0,"'Hey World'",303803,NA,"'SOVOWRW12A8C13B93D'","'6 6 6'",3416784
"913","''",7032,0.837947909189,0.788137758283,"'ARZENOX1187B98A645'",NA,"'Calcutta, India'",NA,"'8a81edd9-6f62-4ac7-afee-17dc0fec5fe7'","'John Mayer'",823,"''",0,0,"'Any Given Thursday'",281644,NA,"'SOCWWGG12A58A7AC1C'","""Something'sMissing""",3153086
"914","''",5483,0.477946575143,0.348215007834,"'ARTWWNA1187B9B3BD7'",NA,"''",NA,"'78e5c8ea-e9c1-4eb3-a410-7001712290c6'","'Frederik'",-1,"''",0,0,"'Kinderlieder Vol.2'",444039,NA,"'SOMTWZO12AB017C845'","'Dornröschen war ein schönes Kind - Karaoke'",4933836
"915","''",188636,0.467054184666,0.37455792648,"'ARUG6DV1187B992475'",33.45081,"'Indianola, MS'",-90.645,"'0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc'","'Willie Clayton'",213914,"''",0,0,"'The Little Giant Of Soul'",601300,0.307824308335,"'SOOEZYX12A58A77E00'","'Wiggle (Soul and R&B)'",6675946
"916","''",272395,0.214081713119,0,"'ARSZDAS11E2835C305'",NA,"''",NA,"'9cd93baa-6902-4c5f-89b2-b53da45eb57a'","'Emeneya'",-1,"''",0,0,"'Nouvel ordre'",353167,NA,"'SOLLUGH12AB0184496'","'Maloba pamba'",3947061
"917","''",5346,0.407528765914,0.29237942376,"'AR5UVIM1187B98A8B9'",NA,"''",NA,"'659bdc60-503e-4cae-a953-59cfe90b7601'","'Dropline'",-1,"''",0,0,"'You Are Here'",766573,NA,"'SOBUWGJ12AB018EBAB'","'Weight Of The World (Album Version)'",8487762
"918","''",2853,0.572500600682,0.368054038751,"'ARN7OQ21187FB5A6B3'",NA,"'Greenwood, MS'",NA,"'c60131ae-9e8f-46a8-a7d2-1393fe48a9d1'","'Furry Lewis'",30562,"''",0,0,"'Furry Lewis'",593889,0.460484844986,"'SOFWXNQ12AC3DF5F8B'","'Judge Boushay Blues'",6585188
"919","''",36514,0.6898005928,0.533842727049,"'ARVBP9K1187FB48254'",43.64856,"'Toronto, Ontario, Canada'",-79.38533,"'00b952be-6c97-4880-84f9-06de584b491b'","'Cancer Bats'",-1,"''",0,0,"'Sabotage'",744214,0.726267401029,"'SOHTWEG12AB018D11C'","'Sabotage'",8237674
"920","''",41417,0.510367932469,0.405080353325,"'ARHK7A51187FB411D8'",40.58751,"'Redding, CA'",-122.39293,"'90dcf7e4-4df5-44cb-a120-3765db263418'","'Roy Rogers'",118077,"''",0,0,"'Classic Country Vol 1'",493248,0,"'SOCDPGF12AB0184D6F'","'My Heart Went That-A-Way'",5460680
"921","''",31619,0.609816403443,0.560380805158,"'AR4B3RX1187B9A868A'",NA,"''",NA,"'391846f7-f09f-470c-b188-c16b3a2022e4'","'Alexandre Desplat'",-1,"''",0,0,"'Firewall'",64207,NA,"'SOKQFJK12A6D4FA1FD'","'The Epi-Pen'",666502
"922","''",32952,0.370667207746,0.297258384063,"'ARZSTXE1187B99DD77'",NA,"''",NA,"'a2ad7312-e234-430c-9a0f-317de8ede5b9'","'Biddu'",85057,"''",0,0,"'Qurbani'",329620,0,"'SOEBMHW12AB0183352'","'Baat Ban Jaye'",3702703
"923","''",1676,0.533504314342,0.352364097835,"'ARYXGST1187B991071'",50.50101,"'Belgium'",4.47684,"'c5765b5b-64a9-4377-a010-c65d0ef445f3'","'Uman'",-1,"''",0,0,"'You Are Here'",529899,0.239629097774,"'SORPMDJ12AAF3B3F8E'","'People of cloud nine'",5854195
"924","''",19598,0.338956022388,0.351561406961,"'AR9XDAA1187B99768F'",NA,"''",NA,"'d48ab7ae-fcba-44d1-844a-c2c598b47829'","'Lara & Reyes'",61517,"''",0,0,"'Navidad'",29155,0.235614875735,"'SOBZHRL12A6D4F6A70'","'Away In A Manger'",321037
"925","''",103932,0.668020248723,0.516963730738,"'ARYF20K1187B9B76BD'",NA,"'ORANGE, California'",NA,"'4a41c200-153b-4158-87b3-db0fea627e2c'","'George Lopez'",-1,"''",0,0,"""America'sMexican""",135291,NA,"'SONCQTI12A8AE477B2'","""MasP**'(America'SMexican)""",1401443
"926","''",17528,0.492253132435,0.256803368795,"'ARGGEGH11F4C83C076'",NA,"''",NA,"''","'Miriam Yeung'",59132,"''",0,0,"'Miriam Xin Chang Jin Pai Jin Qu'",285335,NA,"'SOOCSJL12A8C134C38'","'Shang Zhui Ren'",3192157
"927","''",21239,0.83317856089,0.804219797447,"'AR6PJ8R1187FB5AD70'",NA,"'Barranquilla, Colombia'",NA,"'bf24ca37-25f4-4e34-9aec-460b94364cfc'","'Shakira'",1424,"''",0,0,"'Loba'",554310,NA,"'SOWIZXE12AB0184B34'","'Loba'",6130617
