"","song.id","analysis.sample.rate","artist.7digitalid","artist.familiarity","artist.hotttnesss","artist.playmeid","danceability","duration","end.of.fade.in","energy","key","key.confidence","loudness","mode","mode.confidence","release.7digitalid","song.hotttnesss","start.of.fade.out","tempo","time.signature","time.signature.confidence","year"
"805","TRPMEVJ128F426D11B",22050,186064,"0.46157938",0.35538244,-1,0,257.20117,0.381,0,10,0.668,-5.128,1,0.561,254090,0,244.32,122.23,4,0.692,0
"806","TRPMEJB128F4241E19",22050,6191,"0.42699218",0.3101533,-1,0,304.87466,0,0,11,0.369,-20.426,0,0.27,138313,0.3560643,280.172,83.626,5,0.759,1992
"807","TRPMENU12903CCAD39",22050,11343,"0.65909934",0.41843945,62475,0,82.93832,8.51,0,10,0.589,-14.86,1,0.659,719566,0.4136264934,82.938,113.456,3,0.661,1989
"808","TRPMERL128F9350CBB",22050,415850,"0.4741237",0.31910542,182291,0,225.59302,0.161,0,7,1,-11.527,1,0.858,562085,0.3560643,218.128,149.164,3,0,1989
"809","TRPMESD12903CBA867",22050,177116,"0.448576",0.4346877,-1,0,113.57995,0.334,0,9,0.101,-12.843,1,0.495,581505,0.2456558122,111.485,112.441,4,0.466,0
"810","TRPMEYG12903CE070B",22050,345611,"0.49426588",0.39627904,-1,0,186.90567,0,0,1,0.025,-6.225,1,0.339,817201,0.3560643,186.906,171.199,4,0,0
"811","TRPMETD128F932E4B3",22050,19067,"0.49086624",0.39709353,79876,0,440.81586,0.459,0,11,0.286,-14.291,0,0.341,365147,0,434.022,160.522,4,0,1993
"812","TRPMEJA128F4243AC5",22050,2276,"0.40622386",0.2725248,15105,0,358.29507,0.446,0,3,0.499,-18.331,1,0.748,240762,0.3560643,349.524,74.656,1,0,0
"813","TRPMEXK128F42A1E9C",22050,4924,"0.4826153",0.362116,41677,0,221.04771,0.575,0,7,0.786,-10.137,1,0.481,117258,0.2709748809,214.036,137.464,3,0.218,0
"814","TRPMEJQ128F422B65C",22050,136020,"0.56940997",0.41079682,-1,0,265.97833,0.224,0,2,0.86,-9.524,1,0.643,179445,0.3560643,256.998,148.931,4,0,0
"815","TRPMELY128F42825D8",22050,209281,"0.5851049",0.4336764,-1,0,213.2371,0,0,11,0.858,-7.559,0,0.675,268277,0.610137679,204.011,120.025,4,0.507,2008
"816","TRPMEFS128F92F0DEB",22050,297606,"0.48570204",0.28590918,214831,0,126.79791,0,0,8,0.732,-5.451,1,0.584,391107,0.2120454055,126.798,120.082,4,0.572,0
"817","TRPMEQN128F1466B37",22050,19076,"0.41614717",0.28744677,66797,0,166.97424,4.29,0,7,0.125,-16.86,0,0.29,27812,0,162.47,59.646,1,0,1999
"818","TRPMEME128F423DBC4",22050,38960,"0.5133802",0.45575017,34168,0,206.44527,0,0,7,0.013,-4.498,1,0.405,136539,0.3560643,197.492,96.787,4,1,2005
"819","TRPMEZE128F931849F",22050,1,"0.8646645",0.5851597,854,0,237.84444,0.441,0,2,0.461,-11.148,1,0.642,625642,0.3233822719,226.261,123.729,4,0.214,2004
"820","TRPMEEE128F9308E18",22050,137160,"0.53770995",0.3288731,-1,0,594.15466,0,0,6,0.367,-9.428,0,0.428,401442,0.3560643,590.959,130.024,4,0.451,2004
"821","TRPMEBY12903CC6F4C",22050,207570,"0.4436804",0.37122843,-1,0,152.16281,0,0,7,0.689,-12.656,1,0.824,585967,0.3560643,141.677,90.006,4,0.399,1995
"822","TRPMELM128F9351E90",22050,113406,"0.5408931",0.46874294,9676,0,240.63956,0.107,0,7,0.337,-5.518,1,0.644,648200,0.6782216269,235.375,139.954,4,0,0
"823","TRBUFZM128F93598AD",22050,7611,"0.6647229",0.44679278,41934,0,213.3677,0.38,0,0,0.746,-6.219,1,0.704,565426,0.3560643,208.248,118.607,5,1,2001
"824","TRBUFGI128EF350E4F",22050,6970,"0.56783235",0.40242139,-1,0,382.71954,0.357,0,4,0.766,-5.569,1,0.63,75846,0.3672734158,375.948,129.927,4,0.451,1996
"825","TRBUFHI128F93424AC",22050,317768,"0.44432113",0.23368175,152163,0,205.11302,2.583,0,2,0.111,-10.092,1,0.271,423886,0.3560643,190.636,107.971,4,0.475,0
"826","TRBUFIF128F4265260",22050,2752,"0.6855028",0.44673297,1431,0,246.46484,0.123,0,7,0.629,-12.197,1,0.639,283010,0.4740548309,241.319,91.995,3,0,2001
"827","TRBUFDV128F4291C2B",22050,19186,"0.5966326",0.4278383,29459,0,248.97261,2.479,0,2,1,-13.418,1,0.681,223580,0.400039657,230.522,166.639,3,1,2007
"828","TRBUFJO128F92F2A1A",22050,297998,"0.6368555",0.46715605,-1,0,260.20526,0,0,11,0.847,-6.862,1,0.682,391354,0.480300858,240.414,135.992,4,0.484,2003
"829","TRBUFAL128F425B103",22050,61453,"0.65350926",0.52419716,-1,0,237.47873,2.368,0,1,0.929,-4.77,1,0.774,149053,0.3560643,221.071,117.114,4,0.495,2007
"830","TRBUFFA128F92DCC3F",22050,11840,"0.53813773",0.40038776,1743,0,245.39383,0.084,0,10,0.306,-5.553,0,0.465,429824,0.4051157217,235.468,90.137,3,0.872,2008
"831","TRBUFBF128F14A9255",22050,32136,"0.50966465",0.37539545,7212,0,125.20444,0.148,0,9,0.451,-5.96,0,0.418,62388,0.3560643,117.76,82.746,3,0.912,0
"832","TRBUFXC128F429E085",22050,236406,"0.5099947",0.2474262,-1,0,223.89507,0,0,1,0.142,-9.995,0,0.447,297823,0.3041695034,223.895,89.925,4,0,0
"833","TRBUFFE128F424D10B",22050,28248,"0.40496013",0.30203468,-1,0,161.35791,0.171,0,0,0.113,-11.227,1,0.486,142901,0,154.331,45.28,4,0,0
"834","TRBUFWR128F426269F",22050,3222,"0.5105412",0.41381976,13920,0,271.56854,0.145,0,1,0,-29.594,1,0.078,151575,0.3560643,242.741,40.925,1,0,0
"835","TRBUFOL12903CFF4FF",22050,83184,"0.513333",0.42110476,-1,0,250.4616,0,0,1,0.4,-7.791,0,0.511,784600,0.3560643,235.613,147.771,4,0.843,2008
"836","TRBUFZZ128F932A3FD",22050,53097,"0.27514967",0.31240138,102968,0,149.26321,0.131,0,0,0.726,-11.821,1,0.686,460714,0.3759843015,137.863,150.4,1,0,2007
"837","TRBUFBD128F428C63C",22050,240,"0.61935896",0.38910738,3348,0,269.42648,0.561,0,8,0.618,-7.519,0,0.577,166609,0.3560643,261.933,87.288,4,0.512,1994
"838","TRBUFMC128F932A65B",22050,19550,"0.5494431",0.39205518,86808,0,266.97098,0.375,0,10,0.685,-8.003,1,0.459,460736,0.3560643,256.882,104.618,4,0.921,1985
"839","TRBUFNV128F9314BEA",22050,111615,"0.4334031",0.3157767,-1,0,360.25424,0.178,0,2,0.414,-17.107,0,0.365,453925,0.3347065491,357.419,154.658,4,0.287,1987
"840","TRBUFCC12903CEC07E",22050,579912,"0.4813815",0.18668832,-1,0,359.0265,0,0,7,0.405,-8.919,1,0.53,777366,0.3560643,327.082,122.982,4,1,0
"841","TRBUFJQ12903CE038E",22050,194793,"0.25472668",0,-1,0,118.07302,0.306,0,2,0.372,-8.71,1,0.179,817133,0,105.831,122.031,4,0,0
"842","TRBUFCZ128F92F77C9",22050,3290,"0.411973",0.38148573,72507,0,180.50568,0.411,0,3,0.095,-11.439,1,0.539,393052,0.3560643,176.675,105.067,4,0,0
"843","TRBUFHG128F4272650",22050,75443,"0.06752636",0.322256,-1,0,54.90893,0,0,1,0,-15.597,0,0.053,92799,0.3560643,50.445,192.497,7,1,0
"844","TRBUFOZ128F423AE1D",22050,106144,"0.5681535",0.4085699,-1,0,273.81506,0,0,11,0.326,-8.58,1,0.371,134853,0.3686984458,270.402,135.035,4,0.966,2001
"845","TRBUYCD128F9349132",22050,10507,"0.6033873",0.37021393,64662,0,187.66322,0.432,0,0,0.569,-24.872,1,0.344,644776,0.3560643,171.955,97.784,3,1,0
"846","TRBUYDU128F425DFD1",22050,61247,"0.6187647",0.39624566,14284,0,184.45016,2.177,0,1,0.023,-14.388,0,0.21,280241,0.3560643,177.697,138.429,7,0.581,0
"847","TRBUYFP128F4291F90",22050,14898,"0.5063364",0.33845457,36930,0,318.7718,0.386,0,7,0.514,-10.553,1,0.449,223638,0.3560643,309.551,188.168,4,0.789,1990
"848","TRBUYQU12903CFA6E1",22050,182785,"0.18442965",0.37940854,-1,0,204.85179,3.959,0,7,0.49,-27.274,1,0.811,604089,0.5375039042,186.114,132.963,1,0.45,0
"849","TRBUYYX12903CC0A3D",22050,437744,"0.47278568",0.38946256,144003,0,211.90485,0.334,0,2,0.294,-10.384,1,0.402,671916,0.3560643,205.589,116.391,4,0.298,1997
"850","TRBUYQX128F92F8C7F",22050,283840,"0.5141913",0.3020384,-1,0,253.17831,0,0,10,0.547,-8.169,0,0.546,530267,0.3560643,247.101,199.96,7,0.956,0
"851","TRBUYHI12903CF48E4",22050,4055,"0.7211909",0.51421696,-1,0,241.31873,0.244,0,8,0.885,-11.387,1,0.786,602228,0.6014379254,232.171,81.016,4,0.487,1992
"852","TRBUYHV128F425C85F",22050,192659,"0.5412177",0.33211142,-1,0,164.23138,1.03,0,6,0.026,-6.289,1,0.397,249514,0.3231121209,158.807,94.192,3,0.682,2002
"853","TRBUYJI128E078F7B6",22050,10243,"0.8490065",0.59867793,-1,0,257.27954,0,0,8,0.598,-14.096,1,0.54,14528,0.4740851205,248.813,97.501,3,0.93,0
"854","TRBUYAD128F145AD20",22050,16755,"0.5371606",0.38284305,61597,0,215.95383,0.397,0,0,0.381,-12.802,1,0.443,23891,0.3560643,209.009,118.674,4,0.647,1975
"855","TRBUYHK128F4268814",22050,388286,"0.64865124",0.48405206,-1,0,271.59464,0.241,0,7,0.722,-4.831,1,0.519,207700,0.551288056,256.639,138.002,4,0.55,0
"856","TRBUYIF12903CDA56E",22050,19455,"0.6383842",0.5138977,9965,0,224.26077,0.148,0,2,0.361,-11.377,1,0.462,593464,0.6212632682,220.456,106.246,4,0.09,2009
"857","TRBUYIT12903D04568",22050,112530,"0.49453968",0.40980577,-1,0,193.33179,0,0,7,0.12,-4.678,1,0.463,607553,0.3560643,193.332,79.998,7,0.55,2003
"858","TRBUYFT128F931FE9D",22050,67920,"0.46186092",0.3716216,194983,0,203.67628,0.972,0,2,0.095,-15.385,1,0.636,358000,0.3560643,195.767,83.175,7,0.559,0
"859","TRBUYGA128F930429D",22050,16495,"0.7111158",0.42863888,9540,0,239.12444,0.542,0,4,0.847,-11.593,1,0.613,399126,0.5797287486,228.867,182.141,4,0,2002
"860","TRBUYOY128F424EDDE",22050,5100,"0.7129819",0.51445377,28062,0,210.78159,0.195,0,2,0.82,-4.354,1,0.788,274703,0.6584025089,202.304,116.012,4,0.117,2008
"861","TRBUYWB128F92F98E7",22050,264996,"0.6951047",0.4504672,17201,0,280.71136,0.496,0,4,1,-8.214,1,0.882,340353,0.6694130981,274.379,112.49,4,0.957,0
"862","TRBUYKI128F92DB14A",22050,50781,"0.7027412",0.4891185,34064,0,353.5669,0.299,0,8,0.238,-7.504,1,0.421,428379,0.7721345435,343.731,153.876,4,0.823,2008
"863","TRBUYIJ128F9342647",22050,300579,"0.56647825",0.40623522,-1,0,191.55547,0.525,0,9,0.674,-7.29,0,0.571,423942,0,185.034,121.004,4,0.284,2009
"864","TRBUYCQ128F14804A2",22050,29680,"0.6076155",0.34091514,86010,0,203.78078,0.119,0,0,0,-3.059,1,0.245,41093,0.6570869966,189.817,86.019,4,0.762,2006
"865","TRBUYEG128F427E849",22050,37984,"0.8335903",0.5564774,4016,0,12.06812,0,0,1,0,-16.501,1,0,291753,0.3560643,12.068,129.376,5,1,0
"866","TRBUYEC128F931B84E",22050,24394,"0.7991849",0.57431346,41104,0,165.51138,0,0,8,0.465,-3.924,1,0.601,626785,0.2903397251,158.279,106.563,3,0.48,0
"867","TRBUYZS128F4289DF0",22050,25670,"0.506619",0.31686613,-1,0,6.66077,0.293,0,2,0.129,-11.45,0,0.533,220309,0.3560643,6.661,0,1,0,0
"868","TRBUYHG128F42AA146",22050,25326,"0.64030784",0.45146975,2656,0,233.7171,0.34,0,8,0.145,-15.014,1,0.552,302958,0.2455719356,226.133,84.735,1,0.775,2000
"869","TRBUYQB12903CF8428",22050,448604,"0.5026707",0.33817896,-1,0,311.58813,0.305,0,1,0.143,-8.698,1,0.394,603305,0,298.208,143.705,4,1,0
"870","TRBUYMR128F427D59A",22050,103914,"0.60597134",0.39783412,12933,0,172.06812,0,0,7,0.067,-4.654,1,0.188,291148,0.802262247,168.809,108.969,4,0.968,1998
"871","TRBUYYM128F9326ECA",22050,403362,"0.49015713",0.38712853,-1,0,194.0371,2.072,0,2,0.964,-5.89,1,0.63,547182,0.396403153,184.993,135.124,1,0,1995
"872","TRBUYEJ128F92CD9A8",22050,246229,"0.49843922",0.37676924,-1,0,244.32281,0,0,0,0.697,-8.633,1,0.709,317344,0.3560643,226.615,111.961,4,0.72,0
"873","TRBUYHI12903CB86A2",22050,45001,"0.3764355",0.29285774,-1,0,195.49995,0,0,4,0.876,-8.575,1,0.705,801483,0.3560643,188.987,127.82,4,0.325,0
"874","TRBUYYN128F148C056",22050,16701,"0.4312288",0.36279655,-1,0,167.65343,0.329,0,7,0.345,-11.464,0,0.518,47028,0.3560643,160.003,120.998,4,0.775,0
"875","TRBUYDJ12903CAFE34",22050,25359,"0.7004381",0.4825089,119979,0,232.95955,0.416,0,7,0,-6.627,1,0.175,709394,0.7438768821,222.215,119.07,4,0.837,0
"876","TRBUYUP128F428ECCE",22050,47436,"0.5649974",0.3563668,12622,0,205.53098,0.103,0,4,0.241,-5.981,1,0.325,222180,0,205.531,99.534,5,0.816,0
"877","TRBUYPQ128F9339DF2",22050,110519,"0.58824253",0.37614667,28584,0,200.22812,0.397,0,2,0.393,-9.869,1,0.46,509648,0.5729201479,188.041,137.602,4,0.123,1983
"878","TRBUYJZ128E078C559",22050,9387,"0.7568448",0.4943549,-1,0,272.74405,0.363,0,7,0.616,-10.324,1,0.652,13087,0.2120454055,265.282,79.348,4,0,0
"879","TRBUYZD128F92F3A7B",22050,8245,"0.57054335",0.33726543,-1,0,226.01099,0,0,4,0.624,-8.179,0,0.573,439810,0.4574471671,216.329,114.633,4,1,2005
"880","TRBUYDK128F423EF99",22050,14648,"0.60893255",0.45693475,48855,0,231.49669,0.357,0,3,0.249,-19.993,1,0.53,190677,0.6213906993,222.633,142.909,3,0.726,2000
"881","TRBUYLF12903CB6898",22050,204367,"0.5320303",0.36257324,-1,0,323.6828,0.984,0,10,0.587,-5.777,0,0.568,667926,0.2120454055,318.229,0,3,1,2009
"882","TRBUYIY128F9307FD5",22050,94828,"0.4833865",0.35997632,-1,0,319.29425,0.195,0,7,0.713,-9.353,1,0.626,401136,0.3560643,291.753,161.927,3,0.847,2007
"883","TRBUYRX128F9312A76",22050,38443,"0.51346755",0.383678,51901,0,227.57832,0,0,9,0.645,-4.225,1,0.421,405448,0.3560643,221.582,166.582,4,0.258,2010
"884","TRBUYWH128F425AC1D",22050,151242,"0.60335416",0.5105658,-1,0,205.58322,0.148,0,1,0.523,-4.157,1,0.449,201236,0.5989780417,202.995,130.189,4,0,2005
"885","TRBUYHI128F147BE0F",22050,27688,"0.56047773",0.4114252,-1,0,207.93423,0.345,0,0,0.725,-9.3,1,0.45,38576,0.4509923116,197.12,120.304,4,0.544,0
"886","TRBUYNQ128F92CFCF6",22050,54042,"0.78580403",0.5707534,-1,0,287.65994,2.31,0,7,0.597,-11.728,1,0.635,318784,0.6070366907,274.03,161.908,4,0.869,2008
"887","TRBUYWK128F426E10F",22050,274009,"0.47486582",0,-1,0,177.91956,0.107,0,2,0.103,-14.975,1,0.345,209695,0.3560643,172.664,98.918,4,0,0
"888","TRBUYVC128F4232810",22050,177705,"0.27550352",0,-1,0,146.96445,0,0,2,0.012,-7.536,1,0.308,237615,0.1922401138,143.511,165.2,4,0,0
"889","TRBUYKJ128F42550DD",22050,192890,"0.4366904",0.29254413,-1,0,283.42813,0,0,7,0.802,-10.779,1,0.741,250021,0.3560643,283.428,145.977,4,0.694,2002
"890","TRBUYIL12903CE7F40",22050,2866,"0.39510503",0.27722055,32009,0,139.93752,2.003,0,10,0.69,-18.876,1,0.653,775925,0.3560643,132.986,93.982,4,0.519,0
"891","TRBUYCX128F931F30B",22050,54358,"0.6212855",0.4289943,-1,0,252.08118,0.16,0,5,0.776,-4.933,1,0.607,499434,0.3560643,236.797,130.017,4,0.057,2009
"892","TRBUYYV128F428A3DD",22050,1153,"0.7049945",0.50485516,3106,0,213.96854,1.181,0,2,0.918,-8.412,1,0.759,295331,0.4715782477,202.35,87.975,3,0.902,0
"893","TRBUYGK128F92E3858",22050,281294,"0.370649",0.29379323,90970,0,147.40852,0.758,0,0,0.666,-25.183,0,0.411,432724,0.3560643,142.501,94.139,1,0,0
"894","TRBUYJY128F14A9245",22050,32136,"0.50966465",0.37539545,7212,0,177.21423,0,0,9,0.692,-6.398,1,0.636,62388,0.2707759989,168.304,164.353,4,1,0
"895","TRBUYGM128F4289A3F",22050,167029,"0.711017",0.43269524,-1,0,72.22812,0,0,8,0.071,-6.389,1,0.503,220244,0.2658610492,70.206,85.956,4,0.675,0
"896","TRBUYPY128F146988F",22050,19666,"0.5302087",0.3819114,76441,0,212.58405,0.427,0,2,0.698,-7.182,1,0.555,28855,0.2998774883,205.073,106.287,4,0.722,1996
"897","TRBUYKM128F425E59F",22050,71017,"0.6324414",0.5445616,10237,0,203.65016,0.167,0,2,0.14,-6.228,0,0.357,280336,0.4515615306,184.779,111.961,4,0.118,2007
"898","TRBUYAR128F933C7AA",22050,84210,"0.44357282",0.3626478,-1,0,453.72037,0,0,11,0.708,-5.645,0,0.508,555165,0.3560643,449.283,0,3,1,0
"899","TRBUYJK128F422B42F",22050,181295,"0.45101997",0.35543343,-1,0,187.68935,0.357,0,4,0.614,-6.837,0,0.543,234417,0.3560643,182.224,142.698,1,0,1995
"900","TRBUYYI12903CB98F3",22050,195771,"0.6208356",0.49421325,-1,0,222.64117,0.07,0,10,0.358,-8.44,1,0.389,712751,0.3560643,214.982,119.979,4,0.32,2008
"901","TRBUYVK12903CE23CC",22050,609489,"0.6313922",0.34529087,158735,0,228.30975,4.197,0,1,0.666,-5.008,1,0.655,817954,0.3560643,223.631,116.992,4,0.504,0
"902","TRBUYXX128F42896E3",22050,19932,"0.59016615",0.4023815,67883,0,179.22568,0,0,4,0.229,-8.027,0,0.281,220175,0.3560643,170.516,129.57,4,0,2004
"903","TRBUIEH128F9306892",22050,192725,"0.5025834",0.35042503,-1,0,361.74323,2.194,0,10,0.75,-12.569,0,0.666,618654,0,336.266,223.993,4,0.456,1995
"904","TRBUIZT12903CCB8CF",22050,2179,"0.5866078",0.41457883,10168,0,152.55466,0.334,0,7,0,-18.4,0,0.501,675559,0.3560643,147.249,134.205,1,0,0
"905","TRBUIXP12903CB34C5",22050,298529,"0.46367237",0.48436436,-1,0,202.08281,0.078,0,10,0.4,-6.097,0,0.445,666863,0.4782769949,202.083,95.041,4,0.69,2007
"906","TRBUIAN128F424FD53",22050,12580,"0.52021486",0.3777755,-1,0,302.602,0.113,0,5,0.003,-8.256,1,0.239,275005,0.4072330149,299.41,160.074,4,0.573,0
"907","TRBUIAI128F42907AC",22050,19984,"0.47054034",0.37830734,31887,0,194.5073,0.142,0,0,0.741,-11.688,1,0.674,299023,0,182.834,132.06,1,0,0
"908","TRBUISC12903CB632E",22050,565966,"0.49113703",0.36053076,211992,0,254.11873,0.223,0,2,0.382,-13.448,1,0.596,757020,0.4072330149,242.561,84.999,4,0.219,2007
"909","TRBUIIS128F4294C0D",22050,125857,"0.66758955",0.4267289,50508,0,169.32526,0.241,0,0,0,-4.964,0,0,170125,0.5623023664,166.121,109.333,5,1,2007
"910","TRBUIMT128F931AC14",22050,290901,"0.6326173",0.43366936,-1,0,61.33506,0,0,6,0.105,-18.232,1,0.314,626493,0.4395256053,61.335,121.86,1,0,2009
"911","TRBUIUX128F4266456",22050,19140,"0.7623176",0.48175263,2346,0,224.93996,4.389,0,2,0.236,-8.433,1,0.303,281836,0.5493423318,224.94,119.052,1,0,1975
"912","TRBUILI128F92F504A",22050,392421,"0.40483406",0.4706419,-1,0,239.9865,0,0,11,0,-3.822,0,0,657406,0.3560643,239.986,129.995,4,0.53,0
"913","TRBUIIC128F934A46F",22050,8840,"0.5537202",0.40078583,17694,0,188.31628,0.317,0,3,0.561,-20.836,1,0.469,559676,0.3560643,179.751,122.878,1,0,1935
"914","TRBUIOJ128F426A3B7",22050,157687,"0.32638684",0.23862228,-1,0,575.8951,4.714,0,7,0.015,-15.829,1,0.328,208557,0,508.929,160.091,4,0.32,1994
"915","TRBUIVH128F426B121",22050,70712,"0.5392301",0.27872682,59904,0,244.63628,0.09,0,8,0.66,-3.458,1,0.655,90144,0.2669551863,237.407,164.785,4,0.133,2007
"916","TRBUIJB12903CFE65B",22050,30500,"0.5023171",0.43325216,-1,0,253.83138,0.514,0,4,0.038,-4.55,1,0.117,739141,0.3560643,240.071,160.028,4,0.176,0
"917","TRBUIUF128F9317D10",22050,8471,"0.56950516",0.37423378,-1,0,363.8069,0.078,0,7,1,-16.748,1,0.717,454936,0.2150803185,325.712,155.059,4,0.77,0
"918","TRBUISB128F42610BA",22050,60202,"0.43155816",0.29165685,61417,0,233.06404,0.255,0,4,0,-13.263,1,0.066,151216,0.3560643,212.271,87.995,4,0,1995
"919","TRBUIQR128EF34A58C",22050,55842,"0.5865371",0.36262718,56165,0,253.46567,1.501,0,2,0.193,-12.624,1,0.382,71742,0.4961753357,242.399,120.141,4,0.474,1989
"920","TRBUIGS128F423C5CF",22050,5393,"0.64749783",0.39016378,-1,0,206.602,0.153,0,0,0.421,-3.614,1,0.49,135644,0,197.201,131.143,4,0,0
"921","TRBUICZ128F42522EE",22050,16435,"0.62313044",0.3952476,2595,0,149.05424,0.282,0,1,0.16,-12.795,1,0.437,275534,0.698172336,141.775,164.47,5,0.327,1980
"922","TRBUIIM128F145F928",22050,17736,"0.47682303",0.32690454,-1,0,79.41179,5.288,0,8,0.164,-12.959,1,0.394,25459,0.2669551863,79.412,114.867,4,0,1988
"923","TRBUIRR128F934F351",22050,69836,"0.58403784",0.35640663,60448,0,244.76689,0,0,0,0.68,-16.185,1,0.727,647298,0.3560643,239.653,46.048,4,0.887,2005
"924","TRBUIHQ128F92F10D0",22050,379,"0.7004466",0.5287952,38956,0,250.22649,0,0,5,0.945,-9.792,1,0.746,335864,0.3560643,245.679,157.779,4,0.599,2008
"925","TRBUITE128F9312E89",22050,335203,"0.47021174",0.3096485,-1,0,303.25507,5.805,0,2,0.904,-11.523,1,1,453268,0.2998774883,303.255,148.222,1,0.873,2000
"926","TRBUIDS128F92E9F40",22050,482,"0.77730525",0.5310884,1371,0,141.5571,0,0,2,0.972,-8.853,1,0.618,386978,0.3560643,135.123,111.019,4,0.909,1963
"927","TRBUIGF12903CB6C9B",22050,139907,"0.48175552",0.23471846,-1,0,379.2714,0.363,0,5,0,-20.289,1,0.165,757285,0.3560643,375.861,102.297,1,0,0
"928","TRBUIJN128F9326B11",22050,231753,"0.6128375",0.48229882,5734,0,222.58893,0.073,0,8,0.789,-3.818,0,0.625,631055,0.69160925,213.38,165.695,4,0.479,2004
"929","TRBUISE128F428FC5A",22050,127480,"0.47423983",0.31762686,53413,0,258.06323,0.508,0,10,0.561,-10.513,0,0.645,167910,0.3560643,244.129,139.207,3,0.326,0
"930","TRBUIKL128F92F5F64",22050,66972,"0.37813014",0.27925575,56337,0,296.95956,0.124,0,7,0.977,-8.664,1,0.692,338606,0.3560643,289.634,165.25,4,0,0
"931","TRBUIHD128F9337924",22050,16466,"0.5755516",0.4486978,6844,0,387.02975,0,0,3,0.251,-12.161,0,0.369,465945,0,378.16,115.993,4,0,0
"932","TRBUIFW128F4214A8E",22050,21563,"0.7336378",0.52654904,7532,0,210.1024,0.189,0,1,0.205,-5.377,0,0.335,226029,0.5398726474,200.144,104.901,4,1,2004
"933","TRBUIHJ128F42AAFFB",22050,97061,"0.52738166",0.3617472,-1,0,85.65506,2.235,0,4,0.013,-13.161,1,0.408,122157,0,81.101,160.071,3,0.421,2007
"934","TRBUIVV128F93402C2",22050,336464,"0.50846165",0.35704905,-1,0,244.50568,0.2,0,9,0.477,-2.813,1,0.459,469438,0.3560643,235.027,136.025,4,0.25,2007
"935","TRBUIXL12903D0B023",22050,296382,"0.4476845",0.2919769,-1,0,376.71136,0,0,10,1,-16.714,0,0.814,698666,0,352.56,125.044,4,1,0
"936","TRBUIAV128F92F18F1",22050,16688,"0.6543436",0.41771844,-1,0,276.03546,0.181,0,11,0.816,-10.699,1,0.467,422207,0.3560643,271.424,168.094,1,0,1996
"937","TRBUIHQ12903CA784F",22050,1391,"0.5597582",0.39765972,55301,0,256.1824,9.195,0,5,0.573,-19.691,1,0.382,751602,0.3560643,241.964,150.826,1,0,0
"938","TRBUILH12903CE2457",22050,609506,"0.5289554",0.15971602,-1,0,343.562,0.479,0,0,0.631,-6.637,1,0.553,817969,0,338.715,136.007,3,0.492,0
"939","TRBUIGO128F146368C",22050,1502,"0.6113671",0.3584246,19672,0,284.99545,0.284,0,4,0.511,-12.136,0,0.54,26746,0.5254971189,272.852,91.109,4,0.874,1993
"940","TRBUIXW128F93036D0",22050,178947,"0.48092458",0.24964133,20672,0,180.34892,0.398,0,9,0.714,-12.626,1,0.58,487901,0.3560643,177.615,85.012,3,0.991,0
"941","TRBUIFE128EF34E034",22050,14236,"0.70264107",0.4971166,61214,0,209.37099,0.16,0,7,0.02,-6.022,1,0.43,74715,0.5690490347,200.661,112.036,4,0.376,2007
"942","TRBUIRO128F92D4689",22050,10983,"0.6558887",0.4097294,-1,0,268.7734,0,0,1,0,-11.157,0,0.283,426580,0.5527051139,262.188,91.596,4,1,1995
"943","TRBUIRT12903CDCBFE",22050,92448,"0.52343696",0.31285384,-1,0,144.09097,0.136,0,2,0.717,-4.596,1,0.43,771232,0.3409227559,138.553,132.852,4,1,2006
"944","TRBUIDP128F429B6FE",22050,1279,"0.8119007",0.53982365,1976,0,318.9024,2.31,0,9,0.281,-9.056,0,0.343,112160,0.2188426879,313.04,104.202,4,0.953,1997
"945","TRBUIEC128EF35CA6A",22050,65317,"0.4183935",0.23653995,57332,0,241.68443,0.148,0,9,0.372,-10.078,0,0.389,80457,0.3560643,225.884,124.677,3,0,0
"946","TRBUITI128F4269D6C",22050,85060,"0.57249284",0.4188452,60388,0,308.55792,0.078,0,2,0.68,-3.346,1,0.533,265026,0.4998469296,304.669,214.971,1,0,2002
"947","TRBUISF128F92FB972",22050,3355,"0.56212187",0.36860153,15307,0,174.52364,0,0,8,0.933,-11.403,1,0.727,531234,0.3560643,170.098,172.246,4,0,0
"948","TRBUIPK12903CA52AD",22050,2188,"0.7972082",0.7764923,2166,0,212.4273,2.583,0,1,0.526,-6.239,1,0.47,385668,0.3560643,193.457,138.903,4,0.1,2004
"949","TRBUIFW128F4279978",22050,64157,"0.43121448",0.32464224,74475,0,292.10077,0,0,0,0.567,-7.378,1,0.523,97612,0,277.449,70.726,4,0,0
"950","TRBUISN128F146BEAD",22050,20095,"0.4969484",0.35190764,10653,0,238.28853,0.235,0,9,0.165,-7.774,1,0.289,29856,0.3409227559,228.74,163.891,3,0.528,1989
"951","TRBUIDI128F4296F44",22050,130342,"0.7776437",0.16251986,-1,0,188.60362,0,0,11,0.311,-13.304,1,0.397,171219,0.3560643,188.604,63.297,1,0.565,0
"952","TRBUIMK128F934F236",22050,169,"0.82580537",0.6613829,188210,0,115.40853,0.357,0,1,0.075,-7.39,1,0.305,647266,0.7597807035,107.479,169.81,4,0.062,0
